BranchAddress,JumpTarget,Taken
0x2529,0x2e85,0
0x252d,0x225c,1
0x225c,0x20f2,1
0x20f2,0x2033,0
0x20f6,0x23c0,0
0x20fa,0x2d05,1
0x2d05,0x2492,1
0x2492,0x2837,0
0x2496,0x243a,1
0x243a,0x27cd,1
0x27cd,0x2180,1
0x2180,0x2cf5,1
0x2cf5,0x2380,0
0x2cf9,0x20ca,1
0x20ca,0x2371,0
0x20ce,0x28dc,0
0x20d2,0x2312,1
0x2312,0x2911,0
0x2316,0x2c98,0
0x231a,0x2280,0
0x231e,0x2f85,0
0x2322,0x25e0,0
0x2326,0x2f1d,1
0x2f1d,0x2520,0
0x2f21,0x2f59,1
0x2f59,0x282b,0
0x2f5d,0x2bf8,1
0x2bf8,0x2c3e,1
0x2c3e,0x27b7,0
0x2c42,0x2945,0
0x2c46,0x2913,0
0x2c4a,0x2a47,0
0x2c4e,0x2e02,0
0x2c52,0x2017,1
0x2017,0x247a,1
0x247a,0x290c,0
0x247e,0x2ecd,1
0x2ecd,0x2ae6,0
0x2ed1,0x279c,0
0x2ed5,0x254b,0
0x2ed9,0x2f60,1
0x2f60,0x2d99,0
0x2f64,0x2dd7,0
0x2f68,0x29b9,1
0x29b9,0x2fc0,0
0x29bd,0x2dd8,1
0x2dd8,0x2104,0
0x2ddc,0x2f87,0
0x2de0,0x2d43,0
0x2de4,0x2d9f,0
0x2de8,0x2988,0
0x2dec,0x28d6,0
0x2df0,0x2dc3,0
0x2df4,0x2339,0
0x2df8,0x2d99,1
0x2d99,0x2f90,0
0x2d9d,0x226b,1
0x226b,0x2ba8,0
0x226f,0x2eeb,0
0x2273,0x2ba2,1
0x2ba2,0x25e0,1
0x25e0,0x2d2c,1
0x2d2c,0x26f4,0
0x2d30,0x29ff,1
0x29ff,0x2c27,1
0x2c27,0x29aa,0
0x2c2b,0x2541,1
0x2541,0x2709,0
0x2545,0x219b,0
0x2549,0x2eb1,1
0x2eb1,0x28bd,1
0x28bd,0x29a4,0
0x28c1,0x28af,0
0x28c5,0x2db8,0
0x28c9,0x2162,0
0x28cd,0x2a7e,0
0x28d1,0x2e67,0
0x28d5,0x291f,1
0x291f,0x27d9,0
0x2923,0x2501,0
0x2927,0x2a7c,0
0x292b,0x28b5,0
0x292f,0x2dec,0
0x2933,0x2a74,0
0x2937,0x2114,0
0x293b,0x2a08,1
0x2a08,0x255f,0
0x2a0c,0x2eb0,1
0x2eb0,0x2c0a,0
0x2eb4,0x2754,0
0x2eb8,0x2cd6,1
0x2cd6,0x2adc,1
0x2adc,0x218a,0
0x2ae0,0x2442,0
0x2ae4,0x2ed0,0
0x2ae8,0x2dc2,1
0x2dc2,0x22bb,0
0x2dc6,0x2dd2,0
0x2dca,0x26af,0
0x2dce,0x2e66,0
0x2dd2,0x2ab4,0
0x2dd6,0x267f,0
0x2dda,0x2efc,0
0x2dde,0x26b8,0
0x2de2,0x25bb,1
0x25bb,0x2008,1
0x2008,0x2806,0
0x200c,0x2b92,1
0x2b92,0x2994,0
0x2b96,0x2db1,0
0x2b9a,0x25d8,1
0x25d8,0x20a9,0
0x25dc,0x2991,0
0x25e0,0x2a34,1
0x2a34,0x2c42,0
0x2a38,0x2018,1
0x2018,0x20d4,1
0x20d4,0x2cad,0
0x20d8,0x2f8f,1
0x2f8f,0x2eae,0
0x2f93,0x26d2,0
0x2f97,0x256d,0
0x2f9b,0x2af1,0
0x2f9f,0x2314,0
0x2fa3,0x20e5,0
0x2fa7,0x2893,1
0x2893,0x2adc,1
0x2adc,0x2419,0
0x2ae0,0x2f0c,1
0x2f0c,0x2d52,1
0x2d52,0x25bc,0
0x2d56,0x2382,0
0x2d5a,0x2981,1
0x2981,0x297a,0
0x2985,0x2564,0
0x2989,0x2440,1
0x2440,0x2751,0
0x2444,0x2f0f,0
0x2448,0x2f31,1
0x2f31,0x248b,0
0x2f35,0x2003,0
0x2f39,0x225b,0
0x2f3d,0x2b6b,0
0x2f41,0x2f88,0
0x2f45,0x283f,0
0x2f49,0x2703,1
0x2703,0x2ed4,0
0x2707,0x2d20,0
0x270b,0x28f2,0
0x270f,0x26f1,0
0x2713,0x2240,0
0x2717,0x29a6,0
0x271b,0x2adf,0
0x271f,0x249f,0
0x2723,0x25f7,0
0x2727,0x262e,0
0x272b,0x2e3e,0
0x272f,0x2954,0
0x2733,0x20c2,0
0x2737,0x206e,0
0x273b,0x2cd4,1
0x2cd4,0x2768,1
0x2768,0x2128,1
0x2128,0x243d,0
0x212c,0x2903,1
0x2903,0x2d6f,0
0x2907,0x2bd2,0
0x290b,0x2d2c,1
0x2d2c,0x20ef,0
0x2d30,0x2c3a,0
0x2d34,0x280c,0
0x2d38,0x2c15,1
0x2c15,0x2af8,0
0x2c19,0x22eb,1
0x22eb,0x2520,0
0x22ef,0x2644,0
0x22f3,0x25dd,0
0x22f7,0x2cab,0
0x22fb,0x2afd,0
0x22ff,0x22c2,1
0x22c2,0x22b1,1
0x22b1,0x299e,0
0x22b5,0x25a2,0
0x22b9,0x2653,0
0x22bd,0x2ed5,0
0x22c1,0x23c2,1
0x23c2,0x232c,1
0x232c,0x2ee8,0
0x2330,0x20ed,0
0x2334,0x28aa,0
0x2338,0x2f6d,1
0x2f6d,0x276f,0
0x2f71,0x2415,1
0x2415,0x2bd0,1
0x2bd0,0x2dff,0
0x2bd4,0x2221,0
0x2bd8,0x2c9e,0
0x2bdc,0x2065,0
0x2be0,0x25f9,0
0x2be4,0x2b66,0
0x2be8,0x2f9b,1
0x2f9b,0x27be,0
0x2f9f,0x22fa,0
0x2fa3,0x2493,1
0x2493,0x296c,0
0x2497,0x29b1,0
0x249b,0x29fa,0
0x249f,0x2cde,1
0x2cde,0x252c,0
0x2ce2,0x26ad,0
0x2ce6,0x2061,0
0x2cea,0x2e5a,1
0x2e5a,0x269b,0
0x2e5e,0x2abb,0
0x2e62,0x2286,0
0x2e66,0x22b0,1
0x22b0,0x2185,0
0x22b4,0x2020,1
0x2020,0x28fb,0
0x2024,0x21aa,1
0x21aa,0x2404,0
0x21ae,0x2b58,0
0x21b2,0x23f6,1
0x23f6,0x2ccf,0
0x23fa,0x252a,1
0x252a,0x24af,0
0x252e,0x27c4,1
0x27c4,0x2e0f,1
0x2e0f,0x2e27,0
0x2e13,0x21e5,0
0x2e17,0x269e,0
0x2e1b,0x2893,0
0x2e1f,0x2f21,0
0x2e23,0x2d55,0
0x2e27,0x2a32,0
0x2e2b,0x2b17,0
0x2e2f,0x27a8,0
0x2e33,0x20f1,1
0x20f1,0x2614,1
0x2614,0x2d2f,0
0x2618,0x2fb0,0
0x261c,0x290c,1
0x290c,0x215c,0
0x2910,0x2cdf,0
0x2914,0x2478,0
0x2918,0x2127,1
0x2127,0x2161,0
0x212b,0x2833,0
0x212f,0x25db,0
0x2133,0x2a74,0
0x2137,0x2cf1,1
0x2cf1,0x2ff7,0
0x2cf5,0x20dc,0
0x2cf9,0x2fae,1
0x2fae,0x220b,0
0x2fb2,0x208d,0
0x2fb6,0x2e92,0
0x2fba,0x27e7,0
0x2fbe,0x2d2b,0
0x2fc2,0x2e10,0
0x2fc6,0x24cd,0
0x2fca,0x28e9,1
0x28e9,0x2e83,1
0x2e83,0x27f0,0
0x2e87,0x214b,1
0x214b,0x241a,0
0x214f,0x2380,0
0x2153,0x2d9a,0
0x2157,0x28e2,0
0x215b,0x297b,0
0x215f,0x2e4b,0
0x2163,0x2078,0
0x2167,0x215f,0
0x216b,0x2b7f,1
0x2b7f,0x2e80,0
0x2b83,0x2492,0
0x2b87,0x2ceb,1
0x2ceb,0x2bb9,1
0x2bb9,0x2a5f,1
0x2a5f,0x2127,0
0x2a63,0x266e,0
0x2a67,0x2264,0
0x2a6b,0x20b7,1
0x20b7,0x2b19,0
0x20bb,0x216b,0
0x20bf,0x2808,0
0x20c3,0x24a2,0
0x20c7,0x2d6d,0
0x20cb,0x2380,0
0x20cf,0x239f,1
0x239f,0x2aa7,0
0x23a3,0x2fbb,1
0x2fbb,0x2331,0
0x2fbf,0x299e,0
0x2fc3,0x2659,0
0x2fc7,0x2c07,1
0x2c07,0x2b79,1
0x2b79,0x225e,0
0x2b7d,0x2ff4,0
0x2b81,0x2bdc,0
0x2b85,0x223a,0
0x2b89,0x2b84,0
0x2b8d,0x22ba,0
0x2b91,0x2901,1
0x2901,0x2e88,1
0x2e88,0x2486,0
0x2e8c,0x20f5,0
0x2e90,0x2cfe,0
0x2e94,0x25be,0
0x2e98,0x26ef,0
0x2e9c,0x20f6,1
0x20f6,0x2d61,1
0x2d61,0x27a0,0
0x2d65,0x29cf,0
0x2d69,0x27be,0
0x2d6d,0x2a49,0
0x2d71,0x2b82,0
0x2d75,0x2ae6,0
0x2d79,0x2c32,0
0x2d7d,0x2ba5,0
0x2d81,0x2e82,0
0x2d85,0x2a52,0
0x2d89,0x2ddc,0
0x2d8d,0x273f,0
0x2d91,0x25c3,0
0x2d95,0x27fa,0
0x2d99,0x2f8e,0
0x2d9d,0x237d,0
0x2da1,0x2448,0
0x2da5,0x2d0a,0
0x2da9,0x20b9,1
0x20b9,0x28bb,0
0x20bd,0x26bc,0
0x20c1,0x290b,0
0x20c5,0x2c16,0
0x20c9,0x2f85,0
0x20cd,0x2624,0
0x20d1,0x2c10,0
0x20d5,0x2c5c,1
0x2c5c,0x26cc,1
0x26cc,0x2fb2,1
0x2fb2,0x2b21,0
0x2fb6,0x27e4,0
0x2fba,0x2933,0
0x2fbe,0x2ad3,1
0x2ad3,0x2c9e,1
0x2c9e,0x2f7e,0
0x2ca2,0x2124,0
0x2ca6,0x28c4,0
0x2caa,0x21a3,0
0x2cae,0x23ea,0
0x2cb2,0x2a40,0
0x2cb6,0x2bae,1
0x2bae,0x2852,0
0x2bb2,0x2ec7,0
0x2bb6,0x27ed,0
0x2bba,0x2691,1
0x2691,0x2200,1
0x2200,0x27d9,1
0x27d9,0x291c,1
0x291c,0x218c,0
0x2920,0x2740,0
0x2924,0x22a6,1
0x22a6,0x2bcc,0
0x22aa,0x23ca,1
0x23ca,0x2da9,0
0x23ce,0x2d65,0
0x23d2,0x27c5,0
0x23d6,0x2db7,0
0x23da,0x2233,1
0x2233,0x27ef,0
0x2237,0x2b94,1
0x2b94,0x278d,1
0x278d,0x23ed,0
0x2791,0x2f64,1
0x2f64,0x2433,1
0x2433,0x285a,0
0x2437,0x2f7e,1
0x2f7e,0x2543,1
0x2543,0x240b,1
0x240b,0x2581,0
0x240f,0x2119,0
0x2413,0x2945,0
0x2417,0x2d79,0
0x241b,0x224f,0
0x241f,0x2346,0
0x2423,0x2272,0
0x2427,0x2dfb,0
0x242b,0x253c,0
0x242f,0x2466,1
0x2466,0x2fce,0
0x246a,0x256b,0
0x246e,0x2e0c,0
0x2472,0x2388,0
0x2476,0x208c,1
0x208c,0x24eb,0
0x2090,0x2fea,0
0x2094,0x2195,1
0x2195,0x201f,0
0x2199,0x29d2,0
0x219d,0x2c82,0
0x21a1,0x291b,1
0x291b,0x2518,0
0x291f,0x2552,1
0x2552,0x2c2c,1
0x2c2c,0x2863,1
0x2863,0x24df,0
0x2867,0x2e03,0
0x286b,0x254c,0
0x286f,0x216a,0
0x2873,0x28f7,0
0x2877,0x2e95,0
0x287b,0x283e,0
0x287f,0x2075,0
0x2883,0x24e0,0
0x2887,0x255c,0
0x288b,0x28a1,0
0x288f,0x2cd6,0
0x2893,0x2388,0
0x2897,0x2df6,1
0x2df6,0x24ee,0
0x2dfa,0x282d,0
0x2dfe,0x2650,0
0x2e02,0x24ac,0
0x2e06,0x2b15,1
0x2b15,0x21bf,0
0x2b19,0x264b,0
0x2b1d,0x251c,0
0x2b21,0x2192,0
0x2b25,0x25a2,0
0x2b29,0x2115,0
0x2b2d,0x2907,0
0x2b31,0x2b30,1
0x2b30,0x2410,0
0x2b34,0x2ef3,0
0x2b38,0x2ec9,0
0x2b3c,0x2195,0
0x2b40,0x2345,0
0x2b44,0x2daf,1
0x2daf,0x26c4,0
0x2db3,0x22de,0
0x2db7,0x258d,0
0x2dbb,0x2f64,0
0x2dbf,0x2fe0,0
0x2dc3,0x22d8,0
0x2dc7,0x26ad,1
0x26ad,0x218b,0
0x26b1,0x25f4,0
0x26b5,0x2848,0
0x26b9,0x2fb2,0
0x26bd,0x25f4,0
0x26c1,0x2eef,0
0x26c5,0x2c6c,0
0x26c9,0x2085,0
0x26cd,0x26e9,0
0x26d1,0x223a,0
0x26d5,0x23b7,0
0x26d9,0x2f9a,0
0x26dd,0x21c2,1
0x21c2,0x241f,1
0x241f,0x20ec,0
0x2423,0x2ea1,0
0x2427,0x230a,0
0x242b,0x2f27,1
0x2f27,0x29b0,0
0x2f2b,0x201d,0
0x2f2f,0x203a,0
0x2f33,0x2a6a,1
0x2a6a,0x2594,1
0x2594,0x2de5,0
0x2598,0x298f,1
0x298f,0x2374,1
0x2374,0x29b8,0
0x2378,0x286c,1
0x286c,0x25cc,0
0x2870,0x2556,1
0x2556,0x27b9,0
0x255a,0x24fb,0
0x255e,0x27a9,0
0x2562,0x21a1,0
0x2566,0x24e9,0
0x256a,0x2d10,0
0x256e,0x24de,0
0x2572,0x225c,1
0x225c,0x2fab,0
0x2260,0x23f2,0
0x2264,0x2295,0
0x2268,0x2e13,1
0x2e13,0x2e93,0
0x2e17,0x26bb,0
0x2e1b,0x2ee5,0
0x2e1f,0x2fec,0
0x2e23,0x24c4,0
0x2e27,0x252a,0
0x2e2b,0x24f6,0
0x2e2f,0x2529,0
0x2e33,0x2285,1
0x2285,0x209e,0
0x2289,0x2dcc,1
0x2dcc,0x2bb8,0
0x2dd0,0x2a4d,0
0x2dd4,0x2397,0
0x2dd8,0x2a9f,1
0x2a9f,0x270e,0
0x2aa3,0x215a,0
0x2aa7,0x23a4,0
0x2aab,0x24e7,1
0x24e7,0x24b0,0
0x24eb,0x2ee5,0
0x24ef,0x281a,0
0x24f3,0x2bac,0
0x24f7,0x2dae,1
0x2dae,0x213d,1
0x213d,0x2821,1
0x2821,0x2e1f,1
0x2e1f,0x2b57,1
0x2b57,0x290e,0
0x2b5b,0x24f6,0
0x2b5f,0x2691,1
0x2691,0x2334,1
0x2334,0x2631,0
0x2338,0x278a,0
0x233c,0x2f41,0
0x2340,0x29f3,0
0x2344,0x2c95,0
0x2348,0x2951,1
0x2951,0x2ea1,0
0x2955,0x27bf,1
0x27bf,0x2c34,0
0x27c3,0x2a0f,0
0x27c7,0x2193,1
0x2193,0x2b0b,0
0x2197,0x272d,0
0x219b,0x2390,1
0x2390,0x273b,1
0x273b,0x2eea,1
0x2eea,0x2266,1
0x2266,0x2176,0
0x226a,0x2e32,0
0x226e,0x2e2e,0
0x2272,0x27e2,0
0x2276,0x2591,1
0x2591,0x2bae,1
0x2bae,0x2a08,0
0x2bb2,0x2b5a,0
0x2bb6,0x2ff1,1
0x2ff1,0x2ff2,0
0x2ff5,0x24f2,0
0x2ff9,0x2809,0
0x2ffd,0x2a82,0
0x3001,0x21e1,0
0x3005,0x26d4,0
0x3009,0x2ff1,1
0x2ff1,0x27da,0
0x2ff5,0x2194,0
0x2ff9,0x28e6,0
0x2ffd,0x27d1,1
0x27d1,0x2231,0
0x27d5,0x25c5,0
0x27d9,0x2c47,0
0x27dd,0x2aad,0
0x27e1,0x20e6,0
0x27e5,0x2a42,1
0x2a42,0x288c,0
0x2a46,0x2732,0
0x2a4a,0x2e91,0
0x2a4e,0x2be1,0
0x2a52,0x254a,0
0x2a56,0x2513,0
0x2a5a,0x2357,0
0x2a5e,0x2d0c,0
0x2a62,0x20e6,1
0x20e6,0x292a,0
0x20ea,0x2033,1
0x2033,0x2bf6,0
0x2037,0x2d28,0
0x203b,0x2781,1
0x2781,0x2c82,0
0x2785,0x2569,1
0x2569,0x2064,1
0x2064,0x2d89,0
0x2068,0x22f8,0
0x206c,0x2a32,0
0x2070,0x2519,1
0x2519,0x2772,0
0x251d,0x2017,0
0x2521,0x281a,1
0x281a,0x2931,0
0x281e,0x28c7,1
0x28c7,0x268f,0
0x28cb,0x2643,0
0x28cf,0x29b4,0
0x28d3,0x2d7d,1
0x2d7d,0x2745,0
0x2d81,0x2796,0
0x2d85,0x220c,0
0x2d89,0x20cc,0
0x2d8d,0x2d26,0
0x2d91,0x2868,1
0x2868,0x2ed0,0
0x286c,0x25ce,0
0x2870,0x2ea8,0
0x2874,0x25e8,1
0x25e8,0x2e1d,0
0x25ec,0x2259,1
0x2259,0x257f,0
0x225d,0x2657,0
0x2261,0x2866,0
0x2265,0x24e7,1
0x24e7,0x28d6,0
0x24eb,0x2e6f,0
0x24ef,0x25f7,0
0x24f3,0x2762,0
0x24f7,0x2ee9,0
0x24fb,0x2108,1
0x2108,0x28c4,1
0x28c4,0x20b0,1
0x20b0,0x2490,1
0x2490,0x2b74,0
0x2494,0x2eb0,0
0x2498,0x297e,0
0x249c,0x24b3,0
0x24a0,0x2d54,1
0x2d54,0x2752,1
0x2752,0x2768,1
0x2768,0x261d,1
0x261d,0x2e84,0
0x2621,0x2848,0
0x2625,0x298b,0
0x2629,0x2bbf,1
0x2bbf,0x2d0d,1
0x2d0d,0x2030,1
0x2030,0x2a98,0
0x2034,0x2911,0
0x2038,0x2c8a,0
0x203c,0x2d26,0
0x2040,0x25bf,0
0x2044,0x2eef,0
0x2048,0x2685,1
0x2685,0x2895,0
0x2689,0x23ae,0
0x268d,0x280e,0
0x2691,0x2401,0
0x2695,0x2837,0
0x2699,0x272d,0
0x269d,0x28c2,0
0x26a1,0x2d75,0
0x26a5,0x2f79,1
0x2f79,0x2051,0
0x2f7d,0x2413,0
0x2f81,0x28f9,0
0x2f85,0x2283,0
0x2f89,0x2e81,0
0x2f8d,0x2d1a,0
0x2f91,0x22c5,0
0x2f95,0x27d2,0
0x2f99,0x2f5c,0
0x2f9d,0x2348,0
0x2fa1,0x29d0,0
0x2fa5,0x2099,0
0x2fa9,0x2f02,0
0x2fad,0x28cb,0
0x2fb1,0x2fbc,1
0x2fbc,0x285e,0
0x2fc0,0x24e6,0
0x2fc4,0x2af8,0
0x2fc8,0x2706,1
0x2706,0x22fa,0
0x270a,0x2791,0
0x270e,0x22c6,0
0x2712,0x2e9d,0
0x2716,0x2717,1
0x2717,0x2a65,0
0x271b,0x22f9,1
0x22f9,0x29d9,1
0x29d9,0x29f9,1
0x29f9,0x26af,0
0x29fd,0x2de4,1
0x2de4,0x224a,0
0x2de8,0x22c1,0
0x2dec,0x2c03,0
0x2df0,0x20d1,0
0x2df4,0x27c9,0
0x2df8,0x2921,0
0x2dfc,0x2f20,0
0x2e00,0x2bb2,1
0x2bb2,0x204e,0
0x2bb6,0x29d4,0
0x2bba,0x2392,1
0x2392,0x2997,0
0x2396,0x23cf,0
0x239a,0x278c,0
0x239e,0x2e0c,0
0x23a2,0x20de,0
0x23a6,0x2f35,0
0x23aa,0x2a5c,1
0x2a5c,0x2add,0
0x2a60,0x2544,1
0x2544,0x2f7d,0
0x2548,0x236a,0
0x254c,0x221c,0
0x2550,0x20d3,1
0x20d3,0x270a,0
0x20d7,0x2ee5,0
0x20db,0x2262,0
0x20df,0x2b82,0
0x20e3,0x2978,0
0x20e7,0x253e,1
0x253e,0x2a8e,0
0x2542,0x210d,0
0x2546,0x2ac8,0
0x254a,0x2356,0
0x254e,0x2f3c,0
0x2552,0x2a00,1
0x2a00,0x28a8,0
0x2a04,0x2912,0
0x2a08,0x21c4,0
0x2a0c,0x221f,0
0x2a10,0x2f96,1
0x2f96,0x29bb,0
0x2f9a,0x21bc,1
0x21bc,0x29ed,0
0x21c0,0x2700,0
0x21c4,0x2e18,0
0x21c8,0x2c84,0
0x21cc,0x2e17,0
0x21d0,0x293b,1
0x293b,0x2c6a,0
0x293f,0x280b,1
0x280b,0x23be,1
0x23be,0x2d05,1
0x2d05,0x242a,1
0x242a,0x2676,0
0x242e,0x2cb5,1
0x2cb5,0x218e,0
0x2cb9,0x2f27,0
0x2cbd,0x2761,1
0x2761,0x2cee,0
0x2765,0x2d70,0
0x2769,0x2085,1
0x2085,0x26ac,1
0x26ac,0x2109,0
0x26b0,0x2e5d,0
0x26b4,0x2694,0
0x26b8,0x2ffd,1
0x2ffd,0x2c16,0
0x3001,0x2e01,1
0x2e01,0x2687,0
0x2e05,0x2bae,1
0x2bae,0x27a6,0
0x2bb2,0x20e8,0
0x2bb6,0x28ca,0
0x2bba,0x2ce3,0
0x2bbe,0x258d,0
0x2bc2,0x29e9,0
0x2bc6,0x26bf,0
0x2bca,0x208c,0
0x2bce,0x27c3,0
0x2bd2,0x2011,0
0x2bd6,0x2ab5,0
0x2bda,0x2dae,0
0x2bde,0x29df,0
0x2be2,0x2f87,1
0x2f87,0x25ae,0
0x2f8b,0x29e5,0
0x2f8f,0x20fb,0
0x2f93,0x2532,0
0x2f97,0x2468,1
0x2468,0x2c03,1
0x2c03,0x26f8,1
0x26f8,0x2bcb,0
0x26fc,0x2928,0
0x2700,0x26fa,1
0x26fa,0x2f60,0
0x26fe,0x2d25,0
0x2702,0x249d,1
0x249d,0x2980,0
0x24a1,0x283d,0
0x24a5,0x2fad,0
0x24a9,0x2381,0
0x24ad,0x2b04,0
0x24b1,0x3000,1
0x3000,0x2f2f,0
0x3004,0x2d3d,0
0x3008,0x2732,0
0x300c,0x2a97,1
0x2a97,0x218b,0
0x2a9b,0x261a,1
0x261a,0x2439,0
0x261e,0x232e,0
0x2622,0x21f3,0
0x2626,0x267e,0
0x262a,0x2cf1,0
0x262e,0x2d55,0
0x2632,0x2fc3,0
0x2636,0x2b01,1
0x2b01,0x2e2e,0
0x2b05,0x21df,0
0x2b09,0x2ddf,0
0x2b0d,0x29c8,0
0x2b11,0x2dca,0
0x2b15,0x2427,0
0x2b19,0x2b7e,0
0x2b1d,0x2966,0
0x2b21,0x211a,0
0x2b25,0x22cf,0
0x2b29,0x288a,1
0x288a,0x236b,0
0x288e,0x2a62,0
0x2892,0x2de0,0
0x2896,0x2b8a,1
0x2b8a,0x2dae,0
0x2b8e,0x2fa3,0
0x2b92,0x29b4,0
0x2b96,0x21e9,1
0x21e9,0x24b7,1
0x24b7,0x2bc2,0
0x24bb,0x2d42,0
0x24bf,0x284e,0
0x24c3,0x2935,0
0x24c7,0x20c8,1
0x20c8,0x28b2,0
0x20cc,0x2765,1
0x2765,0x2cb6,0
0x2769,0x2135,0
0x276d,0x2281,0
0x2771,0x2df8,0
0x2775,0x26e3,0
0x2779,0x20d0,0
0x277d,0x28ed,0
0x2781,0x2470,0
0x2785,0x2353,0
0x2789,0x2b4b,0
0x278d,0x2d93,0
0x2791,0x289b,0
0x2795,0x2739,0
0x2799,0x284a,0
0x279d,0x2959,0
0x27a1,0x2b70,0
0x27a5,0x2b6b,0
0x27a9,0x29cb,0
0x27ad,0x2902,0
0x27b1,0x2bc3,0
0x27b5,0x2f50,0
0x27b9,0x2103,1
0x2103,0x2a17,0
0x2107,0x27b2,0
0x210b,0x2adc,0
0x210f,0x2874,0
0x2113,0x25e2,0
0x2117,0x2e97,0
0x211b,0x2d79,1
0x2d79,0x274f,1
0x274f,0x2340,1
0x2340,0x2b80,0
0x2344,0x2aa0,0
0x2348,0x20e9,0
0x234c,0x285d,0
0x2350,0x2a86,0
0x2354,0x26df,0
0x2358,0x2c50,0
0x235c,0x2883,1
0x2883,0x29e0,0
0x2887,0x2d95,1
0x2d95,0x260d,0
0x2d99,0x2112,0
0x2d9d,0x2d23,1
0x2d23,0x2592,0
0x2d27,0x217c,1
0x217c,0x2efd,1
0x2efd,0x2178,0
0x2f01,0x2547,0
0x2f05,0x2152,0
0x2f09,0x2a82,0
0x2f0d,0x25a4,0
0x2f11,0x2067,0
0x2f15,0x237d,0
0x2f19,0x2f1c,0
0x2f1d,0x2505,0
0x2f21,0x25f7,0
0x2f25,0x2cab,0
0x2f29,0x2312,1
0x2312,0x2c21,0
0x2316,0x2eda,0
0x231a,0x201b,0
0x231e,0x2890,0
0x2322,0x2310,0
0x2326,0x21f8,0
0x232a,0x22b3,0
0x232e,0x2e1b,0
0x2332,0x2b6c,0
0x2336,0x2adb,0
0x233a,0x2779,1
0x2779,0x2590,1
0x2590,0x2b06,0
0x2594,0x268c,1
0x268c,0x2215,1
0x2215,0x2993,1
0x2993,0x2147,1
0x2147,0x2d27,0
0x214b,0x2a9d,1
0x2a9d,0x2ddf,0
0x2aa1,0x2acd,0
0x2aa5,0x2a6b,0
0x2aa9,0x28e3,1
0x28e3,0x2969,0
0x28e7,0x2986,0
0x28eb,0x2750,0
0x28ef,0x2f43,0
0x28f3,0x29f4,1
0x29f4,0x27dd,0
0x29f8,0x2e43,0
0x29fc,0x27cb,0
0x2a00,0x2c84,0
0x2a04,0x2e54,1
0x2e54,0x2670,0
0x2e58,0x285e,1
0x285e,0x2b99,0
0x2862,0x20ed,0
0x2866,0x2093,0
0x286a,0x2bb8,1
0x2bb8,0x20a4,1
0x20a4,0x2b19,0
0x20a8,0x2aba,1
0x2aba,0x28fe,0
0x2abe,0x218f,0
0x2ac2,0x2b36,0
0x2ac6,0x2569,0
0x2aca,0x25b6,1
0x25b6,0x2247,1
0x2247,0x2549,1
0x2549,0x26b2,1
0x26b2,0x2b85,0
0x26b6,0x2ec1,1
0x2ec1,0x237e,0
0x2ec5,0x2052,0
0x2ec9,0x2c91,1
0x2c91,0x226e,0
0x2c95,0x27ce,0
0x2c99,0x232a,0
0x2c9d,0x2138,0
0x2ca1,0x29a3,0
0x2ca5,0x2d13,1
0x2d13,0x2467,0
0x2d17,0x2328,1
0x2328,0x239f,1
0x239f,0x251f,1
0x251f,0x2111,1
0x2111,0x2cdb,1
0x2cdb,0x2ed6,0
0x2cdf,0x2c14,0
0x2ce3,0x2ddb,1
0x2ddb,0x2e73,0
0x2ddf,0x2a4f,0
0x2de3,0x2311,0
0x2de7,0x24f3,0
0x2deb,0x269a,0
0x2def,0x26b0,0
0x2df3,0x2705,0
0x2df7,0x26fd,1
0x26fd,0x2ca2,1
0x2ca2,0x2dc0,0
0x2ca6,0x2674,0
0x2caa,0x21fe,0
0x2cae,0x279c,0
0x2cb2,0x277a,0
0x2cb6,0x25b7,1
0x25b7,0x29ec,0
0x25bb,0x2ebf,0
0x25bf,0x2c98,0
0x25c3,0x2264,0
0x25c7,0x2af7,1
0x2af7,0x21b0,0
0x2afb,0x2141,1
0x2141,0x2102,0
0x2145,0x2cb3,1
0x2cb3,0x289e,0
0x2cb7,0x2454,0
0x2cbb,0x2471,0
0x2cbf,0x2a03,1
0x2a03,0x25f0,0
0x2a07,0x2699,0
0x2a0b,0x291f,0
0x2a0f,0x2cb8,0
0x2a13,0x2b60,0
0x2a17,0x2384,1
0x2384,0x2a2f,0
0x2388,0x2bb1,1
0x2bb1,0x25f7,0
0x2bb5,0x22dc,0
0x2bb9,0x2a61,0
0x2bbd,0x2094,0
0x2bc1,0x28e8,1
0x28e8,0x23cf,0
0x28ec,0x251d,0
0x28f0,0x2be0,1
0x2be0,0x248c,1
0x248c,0x2c42,0
0x2490,0x2e89,0
0x2494,0x29a4,0
0x2498,0x216b,0
0x249c,0x24ef,0
0x24a0,0x2121,0
0x24a4,0x265c,1
0x265c,0x23d2,1
0x23d2,0x2864,1
0x2864,0x20b0,0
0x2868,0x2838,0
0x286c,0x2b6d,0
0x2870,0x2594,1
0x2594,0x24a3,0
0x2598,0x2f87,0
0x259c,0x2a88,0
0x25a0,0x244f,1
0x244f,0x2034,0
0x2453,0x2ac3,1
0x2ac3,0x2be9,0
0x2ac7,0x24ec,0
0x2acb,0x25aa,0
0x2acf,0x253e,0
0x2ad3,0x2435,0
0x2ad7,0x2fbf,0
0x2adb,0x2826,0
0x2adf,0x2d7a,0
0x2ae3,0x2452,1
0x2452,0x2990,0
0x2456,0x240e,0
0x245a,0x20b3,1
